ImagePath,Label,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65
train_nb\mel\mel02587.jpg,mel,911,1210,857,3137,7720,6211,1943,1508,1520,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.360318930041153,30.418179012345682,44.35407407407408,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02588.jpg,mel,1817,2270,1884,4023,6073,5533,2853,2472,2748,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.615102880658437,32.35508230452675,66.32298353909465,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02589.jpg,mel,3373,4947,3632,10197,17382,17556,7328,5633,5733,8786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.457423763369786,33.72883333466069,47.34905187037583,0.0,250104.0,2042.0,0.7537355965790118
train_nb\mel\mel02590.jpg,mel,7219,11317,4351,16330,19092,27759,13206,18260,35016,23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.303024435272524,17.24807425012467,27.122550371887236,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02591.jpg,mel,4788,7256,3782,14343,20423,27727,11163,12187,17429,14005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.029570605523666,39.83508578340354,49.845138940466214,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02592.jpg,mel,2501,2880,1011,2794,2551,4563,2453,3385,5264,5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99310699588478,42.20838477366255,59.30137860082305,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02593.jpg,mel,8044,12172,6103,18256,22929,25393,13412,13954,16883,23838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.36913654256279,50.35818151916732,68.35969877664485,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02594.jpg,mel,6429,10803,7565,24052,30416,34196,15369,15029,19616,20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.88118176320174,82.10911521607657,96.32714670712687,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02595.jpg,mel,3790,7100,5312,21765,33547,33587,13801,12969,17549,13763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.55837197211642,62.587083152075884,88.48468418763065,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02596.jpg,mel,6434,8404,2335,11047,11488,20877,8572,13419,25045,17129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54034790820062,38.11861133805134,53.31763997495995,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02597.jpg,mel,4794,6394,1975,10672,11522,20463,8071,11614,20622,11972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.52618860677567,35.217837855043555,51.75049602648304,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02598.jpg,mel,1880,3149,1592,6255,7943,11189,4964,5535,6656,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.607926874555698,17.655001644579784,22.275732368513196,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02599.jpg,mel,252,367,187,1037,1887,1332,334,336,515,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696111111111112,3.8856275720164613,5.265092592592593,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02600.jpg,mel,1597,2512,1410,4224,6261,7347,3206,3027,3614,4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.46253086419753,48.863436213991776,75.15047325102881,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02601.jpg,mel,3577,4649,524,6230,16059,11149,2404,4697,32736,8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000543772347718,3.9702410635656613,5.074658617067556,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02602.jpg,mel,3989,5716,3590,13042,23423,23191,8671,8037,10152,11007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.103574043225926,37.39649227047502,40.45369712145487,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02603.jpg,mel,5746,7154,659,5934,14703,13592,3244,6960,58878,12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3074223599189385,3.594868380566372,3.7649391505480168,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02604.jpg,mel,3331,3902,1850,10000,12417,16025,5754,6510,13861,7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57232437479443,21.83997177688888,24.903545395707116,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02605.jpg,mel,5081,8241,3663,14101,16806,25455,11572,13491,19828,16736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22690161168819,45.679532408831925,58.46415346581927,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02606.jpg,mel,10243,14076,2606,10651,14881,17076,8219,14066,55271,32109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.892343685344142,4.991167015034643,5.976333966408132,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02607.jpg,mel,2661,4359,2154,9464,12914,17166,6638,6619,9499,8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.567159863765134,27.553732665598577,35.80324990185572,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02608.jpg,mel,7330,10017,6775,24381,34133,36395,13583,14734,19124,18803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.34326889409968,86.47982471962568,87.05010928497916,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02609.jpg,mel,686,1428,735,4935,6611,6623,2493,1912,4441,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7838786945247196,4.5156860528379745,6.333547662283522,0.0,281980.0,2146.0,0.769429325986968
train_nb\mel\mel02610.jpg,mel,2157,2764,2638,6569,7726,7347,4456,3501,5141,5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.132500079576442,10.653720463877601,13.383423166293543,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02611.jpg,mel,2261,3172,2386,5011,5470,5868,3391,3624,4250,6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.88919753086421,67.23,75.95222222222223,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02612.jpg,mel,8682,14122,5682,17088,15626,24937,15251,19053,33553,31164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.72043469957241,95.66625110080744,98.22598648261521,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02613.jpg,mel,614,807,462,1967,4612,3739,1194,1160,1611,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.738652263374487,7.114094650205762,17.128991769547326,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02614.jpg,mel,4850,7759,4053,12271,12619,16600,8869,10608,15861,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.88451601608505,58.62330369552993,60.909598510329026,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02615.jpg,mel,3607,8113,3850,24814,29240,39737,13532,16460,26429,15968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.52432121295718,97.48865770459103,103.33764814480791,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02616.jpg,mel,1502,2033,1079,4491,8901,8768,3210,3595,5810,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4919341563786,15.095977366255145,39.00309670781893,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02617.jpg,mel,992,1335,772,2904,6328,6414,2089,1898,2209,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06862139917696,25.169557613168728,42.085658436214,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02618.jpg,mel,6520,9073,5313,18396,29147,34710,14010,15195,22647,18508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.32760825048542,39.680959479676176,46.66419272353023,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02619.jpg,mel,1804,2683,2090,5661,5880,6336,3815,2963,4886,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.164492461458478,5.523681948880094,5.785289499092829,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02620.jpg,mel,4360,7261,4812,13629,22742,18351,9584,9769,13581,15408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.237116574181165,61.94775541385055,63.761904635592956,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02621.jpg,mel,5727,8751,6601,26217,41719,36368,11566,11235,12686,13156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.48815637301192,77.66633067724857,79.70383770650086,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02622.jpg,mel,2960,5236,4053,11657,16690,17057,8151,6038,7007,9170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.23826157883538,30.160795091850485,35.475242925030145,0.0,280908.0,2142.0,0.7693696294505615
train_nb\mel\mel02623.jpg,mel,2871,4996,2727,9966,11641,15020,6436,7215,10346,9467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.773185922397055,40.318952986238585,43.90862767774725,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02624.jpg,mel,4835,6881,3526,14468,21258,28752,10772,11906,17185,13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.34566149242963,43.73910598520939,53.34540419526998,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02625.jpg,mel,5403,8282,2819,13575,26142,23786,8934,10622,25594,17276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.306377255992107,13.400277456524739,19.13392449787266,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02626.jpg,mel,5327,7183,2763,13226,19924,22769,9172,12643,26108,14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.23535528228416,68.46434710182602,71.12197211641504,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02627.jpg,mel,1945,5455,2754,15772,27291,28088,11957,9721,15314,10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.53342741037041,64.37021347706607,69.85253954949124,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02628.jpg,mel,1123,1573,1089,6202,6630,7224,3027,2260,5500,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28274305297669,4.549149062589524,4.659110441490095,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02629.jpg,mel,3048,4092,1217,3597,2751,5621,3005,4547,7446,7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.432520576131694,61.8122633744856,77.58603909465022,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02630.jpg,mel,6397,10667,5066,17364,18947,27432,14469,17778,27107,22953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.12454243546351,85.92319281902196,90.06243567571009,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02631.jpg,mel,5186,6465,3864,10177,18519,16105,7185,6324,6671,10893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.883555793695425,20.065547114558246,21.32102727880402,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02632.jpg,mel,4680,7164,4258,16899,30753,29456,12111,12598,19310,14794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0080743562266,69.48434466148183,74.22667349255696,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02633.jpg,mel,5446,8258,3741,12439,11315,17659,8089,11234,18030,16235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.538156903521525,48.39537820029921,51.41554287048139,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02634.jpg,mel,16400,16560,7680,9949,11369,11872,11457,17227,32036,37881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.200352258379399,4.41916359855277,4.883118123269212,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02635.jpg,mel,3499,4701,905,6242,12495,10690,3246,5417,40858,9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508156585215758,4.3264411293488525,3.2541220596505003,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02636.jpg,mel,1257,1841,657,3007,3580,6209,2428,3122,4845,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22871399176955,29.39883744855967,49.93798353909465,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02637.jpg,mel,8239,9474,5879,12595,19871,19964,9988,10732,14326,19101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9813340194591,33.545109231928194,35.40519793313457,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02638.jpg,mel,4031,6375,4546,13889,22995,26140,10723,9204,10485,11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.634406837989903,38.31355593081978,75.93960335817015,0.0,248878.0,2038.0,0.752987926588268
train_nb\mel\mel02639.jpg,mel,4117,6550,4880,21771,39118,39431,13557,11915,15833,12027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.669439463548688,29.069605513055844,36.94649280098463,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02640.jpg,mel,2632,4629,2501,15578,24880,24607,8056,8228,17894,9556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.415996456195822,16.511904635592952,21.488169635752104,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02641.jpg,mel,7876,12556,6097,17649,16086,24561,13698,17305,26649,26123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8887468302051,83.5943697015353,87.51997103417543,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02642.jpg,mel,3600,7066,3454,19576,37610,33973,11651,13454,21260,14495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.46954079088373,77.58884444397289,87.35640696453014,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02643.jpg,mel,1447,1721,1384,3838,8333,6334,2309,1712,1789,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.992119341563786,29.124835390946505,46.71204732510289,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02644.jpg,mel,771,843,559,2342,7133,5205,1413,1053,967,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.740216049382717,17.431882716049383,27.99874485596708,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02645.jpg,mel,1438,1872,906,2418,3396,3603,1637,1731,1800,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.257880658436218,24.690709876543213,31.370401234567904,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02646.jpg,mel,600,695,341,1184,2469,1492,678,793,1258,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7126337448559674,3.9108436213991773,7.673724279835391,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02647.jpg,mel,520,739,530,1430,2771,2236,784,724,885,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.93414609053498,11.618137860082305,14.217541152263376,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02648.jpg,mel,8154,13232,3422,9970,6617,15198,11199,16271,33208,29731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.43150059947587,79.34782597162835,81.48042419548219,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02649.jpg,mel,5496,7568,4492,13931,15318,19627,7784,8909,12226,12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.508761091766814,61.758953643234214,85.73988302498354,0.0,248265.0,2036.0,0.7526097052113722
train_nb\mel\mel02650.jpg,mel,3442,5629,4478,19761,41048,29624,9241,8357,12706,10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7006626064998,66.87007289202008,71.89124287790852,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel02651.jpg,mel,1377,1716,828,1956,3345,3183,1319,1413,1570,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02584362139918,22.389320987654322,31.15274691358025,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02652.jpg,mel,1496,2166,1365,4238,6346,7256,3154,2852,3129,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.353611111111114,23.702253086419756,37.85047325102881,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel02653.jpg,mel,2471,2730,1234,2482,3145,3134,1911,1540,1537,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.897078782653126,8.039427252985885,12.305414511081304,0.0,249491.0,2040.0,0.753363218701241
train_nb\mel\mel02654.jpg,mel,2573,3737,1620,8050,10778,16233,6254,7341,11963,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.385891031393303,25.316755813378364,34.61070679093035,0.0,281980.0,2146.0,0.769429325986968
train_nb\mel\mel02655.jpg,mel,5706,8775,5461,20244,29528,35160,13390,11941,14514,15537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.28767148723064,54.08812825600272,65.38760092945283,0.0,375769.0,2452.0,0.7853981633974483
